id,内容,非此即彼,以偏概全,心理过滤,否定正面思考,读心术,先知错误,放大,情绪化推理,应该式,乱贴标签,罪责归己,罪责归他
516,晚上打车回学校经过一条漆黑黑的大路旁边只有几盏路灯害怕得不行脑子里想着各种车祸现场绑架案件要是死掉该怎么办呀忽然想起遗书已经写好了心里就平静下来了,0,0,1,0,0,0,0,0,0,0,0,0
517,逼我辞职逼我放弃一切好像从来没有自己选择的权利傀儡一样好累好累想好好和爸妈聊聊可是他们从来不给我机会,0,1,0,0,0,0,0,0,0,1,0,0
518,我发现我是一名同性恋我对不起家人对不起朋友我不敢承认我没有孝心我的朋友也会离我而去每天浑浑噩噩没有任何用处,0,0,0,0,0,0,0,0,0,0,1,0
519,饭我明天去看心理医生我感觉自己不会好了我要买一条红裙子燃起一盆温暖的炭火喝下酸酸甜甜的葡萄酒给自己化一个美美的妆安静体面的离开,0,0,0,0,0,1,0,0,0,0,0,0
520,我真的好难过在这个时间点为自己的没有见识像一根稻草也能压死的骆驼,0,0,0,0,0,0,0,0,0,1,0,0
521,有时候真的感觉活的好累又不知道为什么这么累没有目标的工作每天过的浑浑噩噩不知道接下来的路怎么走真的真的好想自杀,0,0,1,0,0,0,0,0,0,0,0,0
522,饭饭分手的第三天昨天的度日如年已经过去了我希望自己能够睡个好觉可是那种被什么压着的感觉又出来了好羡慕那些能够好好睡觉的人,0,0,1,0,0,0,1,0,0,0,0,0
523,没有快乐的事一天天的真的很累伤心压力太大了我已经放弃了,0,0,1,0,0,0,0,0,0,0,0,0
524,我真的神经病活在自己的世界走不出去很无奈很痛苦如果不是独生女我恐怕已经,0,0,0,0,0,0,0,0,0,1,0,0
525,半年了还是找不到工作怎么办活不下去了,0,0,1,0,0,0,1,0,0,0,0,0
526,走饭我可能真的不该结婚婚姻更加让人痛苦更加让我想要解脱你不能想象正月十四到现在都发生过哪些可笑的事情我的父母如何对待我我自己选择的丈夫又做了些什么这些事情我想想就知道以后得日子有多凄苦那个时候我也许有了孩子我的童年是悲哀的我不想我以后的孩子也会痛苦,0,0,1,0,0,1,0,0,1,0,0,0
527,饭我请假天数太多老师说再请就得重修了我现在只盼着五一那少的可怜的两天假期我可以在这个使我身心俱疲也厌恶至极的地方熬到五一的是吗,0,0,1,0,0,0,1,0,0,0,0,0
528,真孤独啊这个世界没有人会懂我的,0,0,0,0,0,1,0,0,0,0,0,0
529,上午满课而且全是那个老气横秋并且有强迫症的女老师的课真是无聊,0,0,0,0,0,0,0,0,0,1,0,0
530,生病的这些天真的不知怎么过来的一个接一个的坏消息等了两年的人又换了一个女朋友最近好不容易遇到的新的喜欢的人和他前任复合了这连一半都没到就已经这么难熬了好像复制了一遍恶心至极,0,1,1,0,0,1,0,0,0,0,0,0
531,我有无数种方式证明自己不坏或者没那么坏但让那个女孩子哭是事实,0,0,0,0,0,0,0,0,0,0,1,0
532,可能闪闪发光的人都不属于我吧,0,0,0,0,0,1,0,0,0,0,0,0
533,最近情绪很不好已经连续好几晚凌晨一两点才能睡着一点点声音都难以入睡不知道是不是心理疾病总是情绪失控动不动就哭工作让我很挫败什么都不会做也做不好和爸妈的关系也很差劲不知道自己存在的价值的是什么,0,1,0,0,0,0,0,0,0,0,0,0
534,我觉得一个人在国外真的太难了并且因为上这个破学我没能陪奶奶我没能在她最最需要我的时候在她身边我恨死自己了她走了快一年了妈妈说一切都会好的可是我知道我不会了我永远永远失去奶奶了没人可以治愈我,0,0,0,0,0,1,0,0,0,0,1,0
535,不能痛快的活也不能爽快的死,1,0,0,0,0,0,0,0,0,0,0,0
536,我可能一辈子都会这样不会好了这种痛苦会伴随我一生只有死了才能真正开心吧,0,1,0,0,0,1,0,0,0,0,0,0
537,我一直不觉得这个世界上真的有会男生来喜欢我即便喜欢了时间久了也离开了本来还存在侥幸心理现在啊我是真的明白了不会有的,0,1,0,0,0,1,0,0,0,0,0,0
538,很压抑很无助最近发现好像确实是得了抑郁症工作生活都受到了影响抑郁症也许真正折磨人的地方就是没人会理解在别人眼里永远是可笑的矫情活着很难很难,0,0,1,0,0,1,0,0,0,0,0,0
539,我不想醒了我只想永远的睡去只是还差一个心愿去完成完成了我就走了我的人生已经崩盘了你等我哦到时候我们聊聊_,0,0,0,0,0,1,1,0,0,0,0,0
540,感觉自己要精分了,0,0,0,0,0,0,0,0,0,1,0,0
541,想起以前年做的激光手術手術想起自己從珠海衛校的第一天開學休學勸退到後來的打廠工服務員幼兒園考次車牌到從走飯評論認識他和他聊天到最後不歡而散幾千個日子裡幾乎每天都哭泣流眼淚什麼時候能死呢眼睛都快看不見了,0,0,1,0,0,0,0,0,0,0,0,0
542,活着对我来讲就是折磨也是对别人的折磨,0,0,0,0,0,1,0,0,0,0,0,0
543,今天将是非常难熬的一天好累好累好累好累,0,0,0,0,0,1,0,0,0,0,0,0
544,好累喘气都觉得累,0,0,0,0,0,0,1,0,0,0,0,0
545,生活一般感情一般我一般,0,0,0,0,0,0,0,0,0,1,0,0
546,那些虚伪的爱或人全都远离我了或者说靠近不了我了,0,1,0,0,0,1,0,0,0,0,0,0
547,就让我做个恶人吧,0,0,0,0,0,0,0,0,0,1,0,0
548,没有人会真的喜欢我,0,0,0,0,0,1,0,0,0,0,0,0
549,后天休息日要去加班好痛苦,0,0,1,0,0,0,1,0,0,0,0,0
550,如果我自杀了应该很多人会笑话我吧,0,0,0,0,0,1,0,0,1,0,0,0
551,我月份因为考研成绩不理想一度情绪崩溃到怀疑自己真得了抑郁症了我曾经有过一次全世界都崩塌了经历这次跟上次比其实差不多的奔溃我加了几个抑郁症患者的群然后看他们在群里的对话我发现我跟他们不一样的时候心里突然好高兴好高兴因为我没有患抑郁症我只是偶尔抑郁还是可以被治愈的,0,0,1,0,0,0,0,0,0,0,0,0
552,永远也等不到那个真正爱我的人,0,0,0,0,0,1,0,0,0,0,0,0
553,不要再等了不会有人拉你一把的,0,0,0,0,0,1,0,0,0,0,0,0
554,厌恶这世上的人事厌恶所有的一切包括我自己本身想死真的想死,0,0,1,0,0,0,0,0,0,0,0,0
555,最近我是怎么了内心老是莫名焦虑烦躁沉不下心我究竟在焦虑什么啊这样子好难受啊这样的一天天过的好痛苦啊,0,0,1,0,0,0,0,0,0,0,0,0
556,世界上多的是两条腿的恶人,0,0,0,0,0,0,0,0,0,1,0,0
557,我不喜欢现在的自己纠结懦弱胆小我发现就这么盯着手机我能坐好久我比昨天更喜欢你了抱歉我遇见不到最好的自己愿来世不在为人,0,0,0,0,0,0,0,0,0,1,0,0
558,嗯其实我也知道平时走在大街上别人怎么想我的但是我忍受不了我爸妈这么说我真的会崩溃,0,0,1,0,0,0,1,0,0,0,0,0
559,饭好久没来了我发现我再怎么努力让自己正常起来也还是没用情况时好时坏我再怎么努力稳定也没用幻觉幻听还有梦里见到的她好像都来了莫名的哭就像疯子一样我都快受不了自己了,0,1,0,0,0,1,0,0,0,1,0,0
560,其实有时候我也会把自己关在房间里关灯拉上窗帘只有黑暗陪着我我自己一个人躲在被子里失声痛哭心情压抑到了极点不知道为何很喜欢这种感觉,0,0,1,0,0,0,0,0,0,0,0,0
561,我注定一生孤独,0,0,0,0,0,1,0,0,0,0,0,0
562,是我不值得,0,0,0,0,0,0,0,0,1,0,0,0
563,不敢去看病怕不是抑郁症没有哭的理由了我很懦弱的但是没有人知道我也不喜欢和陌生人讲话也没有人知道他们会说我很懦弱的,0,0,0,0,0,0,0,0,0,1,0,0
564,自己是个抑郁症病人没人爱也不敢爱人怕耽误别人,0,0,0,0,0,1,0,0,0,0,0,0
565,同样别人也不喜欢我,0,0,0,0,0,1,0,0,0,0,0,0
566,我好没用还长的丑,0,0,0,0,0,0,0,0,0,1,0,0
567,或许我这种抑郁症患者就不该去接触这种特殊群体我以为他的阳光他的自信能让我摆脱黑暗却没想到他带给我的是更多的痛苦人心都是会变的是我把军人想的太好了,0,0,0,0,0,0,0,0,1,0,0,0
568,我就是太依赖她了不光是依赖她还依赖身边的每一个人只要有人稍微对我的态度跟以前不太一样了我就难过,0,0,0,0,0,0,1,0,0,0,0,0
569,我为什么要醒睡着的时候没有任何情绪是我最开心的时候醒来了就各种丧各种不开心为什么要醒呢死去了永远醒不了多好呢,0,0,1,0,0,0,0,0,0,0,0,0
570,今天又被班主任训了我真的好累快要崩溃了,0,0,0,0,0,0,1,0,0,0,0,0
571,我啊就像拿了一个放大镜在看生活所有的苦难不易都加倍放大了折磨着我的那一点点的快乐却毫无感觉甚至一点快乐过后又是无尽的丧,0,0,0,1,0,0,0,0,0,0,0,0
572,没人在乎我,0,0,0,0,0,1,0,0,0,0,0,0
573,明明已经快忘记讨厌的人长什么样子了自己却去翻相册看到然后一直在脑子里转悠我真的很恶心我为什么会遇见你遇见她拜托放过我吧我就想每天开开心心的笑呀健健康康的就行,0,0,0,0,0,0,0,0,0,1,0,0
574,我真的觉得自己烂透了,0,0,0,0,0,0,0,0,0,1,0,0
575,受不了最恶心的竟然是自己的家人或许算不上家人吧器官捐赠我连遗体都不想留给她们了,0,0,0,0,0,0,0,0,0,1,0,0
576,好讨厌一个人讨厌到想打她人生已经很痛苦了为什么还要出现恶心的人呢,0,0,0,0,0,0,0,0,0,1,0,0
577,应该不可以啦我没办法和别人在一起,0,0,0,0,0,0,0,0,1,0,0,0
578,今天又特别苦闷看着别人都积极向上的生活自己每天颓废想使力气可又对一切都提不起兴致我连我极度热爱的小说都看不进去了一次一次努力失败我现在开始嫌弃自己越来越嫌弃我舍不得我爸妈我觉得我对不起他们每天都又痛苦又苦恼,0,0,1,0,0,0,0,0,0,0,1,0
579,我和这个世界根本就格格不入八字不合我就像个局外人,0,0,0,0,0,1,0,0,0,0,0,0
580,我们家人之间从来没有内心的交流就算我想说我妈也马上转移话题了或许她真的不想聊吧,0,1,0,0,0,0,0,0,0,0,0,0
581,我怎么会这么丧,0,0,0,0,0,0,0,0,0,1,0,0
582,反正交友app只是撩骚我自己这么差劲什么人会喜欢啊哈哈哈哈哈,0,0,0,0,0,0,0,0,0,1,0,0
583,难过刚到上海找工作太难家人又催我也找不到合适的工作真的快要崩溃了我怕熬不过来,0,0,1,0,0,0,1,0,0,0,0,0
584,饭饭我想告诉别人我难过可是她们一定不会理解我的我的伤心就是自己矫情我莫名其妙的难过我喜欢的东西很喜欢可是放下之后就又情绪不好我想一直睡着不想起来,0,0,0,0,0,1,0,0,0,0,0,0
585,这个世界不会好了伤心,0,0,1,0,0,1,0,0,0,0,0,0
586,酒精能暂时摆脱焦虑但是第二天焦虑还是会在那里等你伴随着宿醉反应,0,0,0,0,0,1,0,0,0,0,0,0
587,看电影新闻看到谁谁死掉了我都羡慕死了不用再活下去了多好啊我下辈子绝对不会再来到这个世界上了我也好想知道为什么会这样为什么别人就可以每天都积极向上快快乐乐我就不行我的快乐哪去了快让我死掉吧,0,0,1,0,0,0,0,0,0,0,0,0
588,还是都糟透了什么都做不好什么都不顺意,0,1,0,0,0,1,0,0,0,0,0,0
589,自我厌恶到了极致恶心恶心恶心怎么这么恶心从不堪变成恶心,0,0,0,0,0,0,0,0,0,0,1,0
590,我寻思着我妈觉得我的存在就是影响我的病最大的因素,0,0,0,0,1,0,0,0,0,0,0,0
591,人生真的是一场赌博赌输了就是悲剧赌赢了才是喜剧赌的时候总在为自己找借口不会输的无所谓的拼一把吧然而有多少人满盘皆输后抱头痛哭隐匿在无尽的人海里,1,0,0,0,0,0,0,0,0,0,0,0
592,饭我和他约了晚饭在我们领结婚证那天庆祝的餐厅整整一个月了信终于写完了我可以走啦饭我能见见你么你愿意的话凌晨的时候在路口等等我好么我想抱着你哭一哭你那里真的没有痛苦对么不管有没有这里的我负担不起了,0,0,1,0,0,0,0,0,0,0,0,0
593,我看不到未来一想到以后就压抑无助,0,0,1,0,0,0,0,0,0,0,0,0
594,人家说我很浮躁我是无能加浮躁真差劲,0,0,0,0,0,0,0,0,0,1,0,0
595,我这种人真不应该活着,0,0,0,0,0,0,0,0,1,0,0,0
596,我买啥东西啥东西缺货,0,1,0,0,0,0,0,0,0,0,0,0
597,饭饭我想死了我熬不下去了为什么会这样真心错付我没有东西可以撑着我活下去了,0,0,1,0,0,0,1,0,0,0,0,0
598,饭黑狗没有撕咬我的时候我以为我是个正常人可都是错觉都是错觉它还是轻易的把我扑倒撕咬着我嘲笑着我白天我高兴的和老朋友打游戏晚上已经哭了两三次了盖着被子我在想能不能用被子窒息死亡戴着耳机我在想能不能用耳机线致人死亡我把耳机线缠在脖子上然后就哭了为什么哭,0,0,1,0,0,0,0,0,0,0,0,0
599,一切都好糟糕,0,0,1,0,0,0,0,0,0,0,0,0
600,又冷又饿想下去吃点东西家里一群人乐乐呵呵的聊着天我怕我下去她们见到我又是各种刨根问底说话的力气都没有所有的朋友在你患难的时候都悄无声息了家人也在背后到处各种大肆宣扬我有病我差点死掉情绪失控各种想哭躺着眼泪就没停过想想以后要每天吃药都难受好累活着好辛苦,0,0,1,0,0,0,0,0,0,0,0,0
601,坐著想哭站著想哭躺著想哭吃飯想哭看電視想哭總是想哭到底該怎麼辦,0,0,1,0,0,0,0,0,0,0,0,0
602,年我知道我挽不回他然后自己去了另一个城市去看了很多风景我以为我还是可以很快乐但夜晚来临之时我还是一个劲哭哭几个小时然后吃错东西就直接食物中毒进医院了,0,0,1,0,0,0,1,0,0,0,0,0
603,好想藏到一个没有人的地方去当初再走最失落的时候你离开了我那这辈子再也不可能了谁会喜欢满满负能量的我啊,0,0,0,0,0,1,0,0,0,0,0,0
604,是个疯子死了不痛先下去给朋友们探探路,0,0,0,0,0,0,0,0,0,1,0,0
605,饭啊带我走吧好难过好崩溃好难,0,0,0,0,0,0,1,0,0,0,0,0
606,今天为什么还活着还不能死掉啊,0,0,1,0,0,0,0,0,0,0,0,0
607,我有好多委屈想要和你说啊但我又有什么资格瞧我现在人不像人鬼不像鬼,0,0,0,0,0,0,0,0,0,1,0,0
608,生活不会好起来的,0,0,0,0,0,1,0,0,0,0,0,0
609,坐公交使我焦虑早起也使我焦虑就想快进不用睡觉就好了,0,0,0,0,0,0,1,0,0,0,0,0
610,有人爱有人关心可我就是觉得很难过很难过,0,0,0,1,0,0,0,0,0,0,0,0
611,感觉自己就像一个feiwu可还行,0,0,0,0,0,0,0,0,0,1,0,0
612,我真的太懦弱了,0,0,0,0,0,0,0,0,0,1,0,0
613,看到下面有条评论我只是想要被爱可是我想要真诚地被爱虚情假意像对个消遣品一样随意对待当我好欺负吗可是我还是这样被人欺负了好没意思人生啊,0,0,0,0,1,0,0,0,0,1,0,0
614,人间不值得你也不值得,0,0,1,0,0,1,0,0,0,0,0,0
615,我啊一无是处甚至尝试过自杀但没成功嘻嘻我的胃病越来越痛抑郁也越来越严重但是我不想治疗我想放纵一把我做好了面对死亡的准备但我没有直面生活的勇气或许这会被别人嘲笑吧不过无所谓了如果哪天我删除了朋友注销了账号别担心我只是想去找走饭聊聊天我只想去看看那个世界的样子,0,0,0,0,0,1,0,0,0,1,0,0
616,我就是很容易对人产生依赖感啊真是没用或许那哥哥并不愿意和我聊下去吧也许他只是出于礼貌毕竟我对他来说只是一个陌生人而已啊,0,0,0,0,0,0,0,0,0,1,0,0
617,好难受我真的好多余明明答应过她不会再有这个念头的人可是她不知道她和其他男的在房间里吃火锅之后还聊了两小时天会让我怎么想吗好累啊不过你能开心就好了我不打扰你了想休息一下,0,0,0,0,0,0,1,0,0,1,0,0
618,这是一道坎是永远也逾越不了的坎,0,1,0,0,0,1,0,0,0,0,0,0
619,饭他有新欢了那个女孩子很好很开朗是能照亮他的女孩子他好像慢慢变开心了真好真的我一点也不想他反而替他高兴遇到了一个这么好的女孩我呢继续听我的网易云越来越喜欢黑夜越来越喜欢心口空空的感觉越来越上瘾心碎的声音那种隐隐约约的痛感才能能证明我还还活着对吧可爱,0,0,1,0,0,0,0,0,0,0,0,0
620,你知道吗我很羡慕你我也很想离开这个世界可是我怕爸爸妈妈没人照顾也怕爸爸妈妈伤心如果哈利波特里像艾玛沃特森那样念一段咒语就能把爸爸妈妈的记忆和所有有关孩子的东西删除那也太好了我真的活不下去了真想有一场车祸或者意外把我带走啊我的爸爸妈妈一定要健康长寿啊,0,0,1,0,0,0,0,0,0,0,0,0
621,知道自己很不好很不好但是但是呀每次说想死的时候眼泪就会很急迫地涌出来我是希望这是留恋啦就当是一个并不幸运的小胖子对这个很好看很好看的世界的所能做到的最深情吧有一点点想变幸福我不贪的说一点点就一点点悄悄告诉你哦我买了一个小泡泡机,0,0,0,0,0,0,0,0,0,1,0,0
622,不敢期望有人会安慰不敢成为别人快乐的理由不敢去面对生活不想说话谁也不会发现我不好了谁也不会在意尽管想被记得想被重视想被放在心里从未拥有所以更加珍惜,0,0,0,0,0,1,0,0,0,0,0,0
623,把生死问题扔给您我是不是很自私我是一点责任都承担不了的我的生死您怎么能替我做主我向来讨厌这样没错我就是个矛盾体这种矛盾体,0,0,0,0,0,0,0,0,0,1,0,0
624,我没有爱的人也没有人爱我,0,0,0,0,0,1,0,0,0,0,0,0
625,明天太阳依旧会升起卑微和渺小在所有面前都微不足道方法方式不对错的终究是我,0,0,0,0,0,0,0,0,0,1,1,0
626,断断续续吃了一年的药并没有感觉到好转好像拆东墙补西墙每段时间都有不同反应可能真的治不好吧这个病只能控制我有家族遗传已经放弃了得过且过的挺矛盾,0,0,0,0,0,1,0,0,0,0,0,0
627,每分每秒都活在痛苦绝望中想告别这个世界可每天又在坚持活下去曾经想倾诉却被人嘲笑数落,0,0,1,0,0,0,0,0,0,0,0,0
628,走饭我和我的男朋友放手了我是个很强势也很容易操心的人他呢正好相反每次我都仿佛说的事情他都忘记了后来太多次我就发脾气了我像个泼妇一样我觉得我不是我了我不想要对着一个木偶发火,0,0,0,0,0,0,0,0,0,1,0,0
629,为什么我老是不开心对不起你们要和这么神经质的我相处对不起你们过去认识的那个我已经不在了,0,0,1,0,0,0,0,0,0,1,1,0
630,原来到现在了还有这么多人记得她现在南京通了好多条地铁了但是还是挤如果你还在世的话应该还是不喜欢吧,0,0,0,0,0,0,0,0,1,0,0,0
631,我其实就是一个小垃圾也是一个累赘活着被爱即是牵挂也是束缚如果我的爸爸妈妈没有把我带到这个世界多好他们已经有了一个儿子呀还要我做什么呢,0,0,0,0,0,0,0,0,0,1,0,0
632,没有值得活下去的动力了但死去却无法做到全部终结我深知人人都负重前行可我就是一个没办法前进下去的怂货啊,0,0,0,0,0,0,0,0,0,1,0,0
633,每天都喊着想死掉想死掉可依然在这个世界上苟且偷生不是因为我怕死而是自己实在不忍心自己死后家人要痛苦好久跪了两者之间总要有一个自私的一个无私的他们可能不知道我有多累多难过他们说我只是病了可我不愿承认,1,0,0,0,0,0,0,0,0,1,0,0
634,我伪装成骗子人们就说我是个骗子我充阔人人以为我是阔佬我故作冷淡人人说我是个无情的家伙然而当我真的痛苦万分不由得呻吟时人人却认为我在无病呻吟,0,0,0,0,0,0,0,0,0,1,0,0
635,我不知道自己还能撑多久没有路夜看不到头上一次这样的境遇状况还是用了近八年才改善然后只好了两年又跌入了谷底总有人说我矫情其实我有多努力真的没有人看得到写这些字的时候又泪目眼睛还是肿的画了眼线和遮盖仍然能看得出,0,0,1,0,0,0,0,0,0,0,0,0
636,吐对自己厌恶至极为什么那么自私愚蠢脑袋又不好使,0,0,0,0,0,0,0,0,0,1,0,0
637,没有人会在乎我开不开心大家也都不知道,0,0,0,0,0,1,0,0,0,0,0,0
638,男人都是大猪蹄子,0,0,0,0,0,0,0,0,0,1,0,0
639,我一心情不好就喜欢玩游戏什么都可以放弃唯独游戏结束游戏后整个世界又麻木空虚大概是孤独久了,0,0,1,0,0,0,0,0,0,0,0,0
640,其实怎么说呢我表面真的很开朗吧内心却算黑暗吗我总是想着如何把一段好的关系给破坏想着大家是否是喜欢我的会不会在我背后说我坏话是不是大家都在虚情假意的跟我做朋友我很烦我不懂自己在想些什么,0,0,0,0,0,1,0,0,0,0,0,0
641,生活没有任何意义,0,0,0,0,0,1,0,0,0,0,0,0
642,好好保护我好不好算了怎么可能有人一直保护我呢,0,0,0,0,0,1,0,0,0,0,0,0
643,痛苦地活下去为了寻找活着的意义必将付出惨痛的代价,0,0,0,0,0,1,0,0,0,0,0,0
644,不知道自己为什么活着所以想死去但我不敢对自己动手一直苟且偷生到现在,1,0,0,0,0,0,0,0,0,1,0,0
645,爸爸妈妈根本就不会带我去看病熬了半年一点没好胳膊上还全是疤昨天晚上不准备活了可我高估自己了我疼的哭出来了趁别人都不知道我得抑郁症了我能不能装作什么都没发生偷偷活下来哪怕以后还是哭到发抖我真的很害怕别人在背后偷偷议论我,0,0,0,0,0,1,0,0,0,0,0,0
646,不会的,0,0,0,0,0,0,0,0,0,1,0,0
647,我听见心里怨毒的说都怪你还不都是你我听见嘴上温和的说没事谢谢,0,0,0,0,0,0,0,0,0,0,1,0
648,阿饭我爸妈已经不要我了我该怎么办我没有退路了你把我带走吧我今天自杀又没死成,0,0,1,0,0,0,0,0,0,0,0,0
649,这样子的我没有资格和任何人在一起,0,0,0,0,0,0,0,0,1,0,0,0
650,如果我不在了是不是一切都会好起来是不是有我就没有快乐我不在了会有人记得我吗,0,0,0,0,0,1,0,0,0,0,0,0
651,我有时也知道我侵犯了我们家人的界限但是在那一瞬间我是控制不了的我的内心充实着阴暗的想法暴躁愤怒他们那么高兴我感觉是对我的一种刺激侮辱心里充实着十万个凭什么唉要哪一天才能好,0,0,1,0,0,0,0,0,0,0,0,0
652,怎么能是祸害呢要相信你是白菜他才是猪,0,0,0,0,0,0,0,0,0,1,0,0
653,饭饭来看看你但是总在不断伤害自己伤害爱我的他每一天都活在自责和矛盾中对不起对不起对不起对不起,0,0,0,0,0,0,0,0,0,0,1,0
654,挺羡慕别人晒自拍在朋友圈我看着我自己都觉得恶心,0,0,0,0,0,0,0,0,0,1,0,0
655,想和心里认定的朋友聊天就是那种比较深度的话题那种不过我朋友肯定不想聊因为我容易聊成发散负能量然后影响她所以就没办法很孤独没人讲话没有理解自己的人要和别人成为朋友又挺难,0,0,0,0,0,1,0,0,0,0,0,0
656,没人喜欢我,0,0,0,0,0,1,0,0,0,0,0,0
657,饭又是凌晨点半我觉得我已经是个神经病了连做梦都在否定自己陷入无休止的恶循环我还记得那种感受真的难受从里到外的厌恶自己骂自己越是沉沦越是难过越是难过越是沉溺我终于懂了我有一天也会去找你的吧也不知道你见到我会不会笑话我在你微博底下留了那么多言也许我根本见不到你,0,0,1,0,0,0,0,0,0,1,1,0
658,身边还是很美好的啊为什么我还总想哭,0,0,0,1,0,0,0,0,0,0,0,0
659,我真的好没用啊,0,0,0,0,0,0,0,0,0,1,0,0
660,很多个难熬的夜晚今晚称最原谅我今晚的怯懦我想要喊救命,0,0,0,0,0,0,0,0,0,1,0,0
661,都是我不好,0,0,0,0,0,0,0,0,0,0,1,0
662,我不知道活着的意义是什么朋友离开上海了知道朋友见到了她我开始兴奋起来但往后的几个小时里除了空虚难过和对明天的恐惧之外我没有任何感觉了我还没有见到她她是一个好温柔好真诚的人可是我觉得我撑不到那一天了现在外边儿是大太阳可我就想从楼上跳下去,0,0,1,0,0,0,0,0,0,0,0,0
663,我现在很颓废感情家里经济还有自己的身体心理我到极限了所以告诉我怎么死的快没痛苦,0,0,1,0,0,0,0,0,0,1,0,0
664,说结束的话很容易但结束很难一直以来都活在这种困难中,0,1,0,0,0,0,0,0,0,0,0,0
665,我羡慕别人能做自己喜欢的事想学跳舞但家里没法支出费用想买喜欢的衣服但我喜欢的别人都不喜欢喜欢吃芝士和蛋糕但妈妈不喜欢考了个好学校因为学费贵去了一个不喜欢的没人愿意听我的故事我不敢难过因为会被说做作我不敢流泪因为在父母面前必须坚强早点结束吧这操蛋的生活,0,0,1,0,0,0,0,0,0,0,0,0
666,人间不值得但你值算了你也不值得,0,0,1,0,0,1,0,0,0,0,0,0
667,实在是太痛苦了每一分每一秒都是,0,0,0,0,0,0,1,0,0,0,0,0
668,今天做了错事都这么大的人了还什么都做不好真的不知道自己有什么用,0,0,0,0,0,0,1,0,0,0,0,0
669,活着是为了开心吗那如果活着不开心是不是就没必要了,1,0,0,0,0,0,0,0,0,0,0,0
670,抑郁症就像我掉到海里怎么挣扎都游不上来时不时的被呛几口水迎来的只是无尽的黑暗,0,0,1,0,0,0,0,0,0,0,0,0
671,每天都是这个死样子,0,1,0,0,0,0,0,0,0,0,0,0
672,我就是个异类他们容不下异类,0,0,0,0,0,0,0,0,0,1,0,0
673,一瞬间发现一直都是自己自作多情从来自己都是一个人你在期待什么你就是错的因为全世界都说你是错的而你没有顾森西来告诉你你是对的果然没有绝对的感同身受你永远不知道你会给别人带来什么伤害你永远不知道那样的你有多么可恶,0,0,0,0,0,0,0,0,0,0,1,0
674,总而言之我能看到你看不见的我也能感应到你感受不到的你身体没了什么都没了就是一个穷光蛋,0,0,0,0,0,0,0,0,0,1,0,0
675,马上就要到清明了或许真的是喝了酒醉了之后便觉得心里有好多话想说但是又怕说错了话从之前的害怕被领导听见到现在的无所畏惧或许我是疯了但依然很难过因为有些话永远都憋在心底我真的好想回到学校那会儿真的不想与人打交道真的好想简简单单的好想一切都安好,0,0,0,0,0,0,0,0,0,1,0,0
676,所以我现在就解脱是对的对不对活着到底是为了什么我不懂是为了经历很多的痛苦吗可是痛苦太多了再美好的事情都失去了发现它的心灵呀走饭带我走吧这个世界真的没有什么可以期待的了,0,0,0,1,0,0,0,0,0,0,0,0
677,有时候很想一个人没有谁在乎我这样我就可以一个人浪迹天涯一个人生活一辈子现在的我不上不下我在乎我似乎只有我的父母因为他们也在乎我我不在了他们难过的样子我想起来觉得也对不起他们但是我这个性格已经没救了吧平时都是虚伪的我在这里才能展示我内心的另一面,0,1,1,0,0,1,0,0,0,0,0,0
678,大哭一场可是有什么用呢哭完我还是得面对这个该死的世界我如果能悄无声息的死了该多好,0,0,1,0,0,0,0,0,0,0,0,0
679,只有在饭饭这里才能看到与我相似的人现实中根本没有我这样的人一个人没有家人朋友对象好奇怪啊可是我偏偏就是没有可能所有的错都是我造成的吧,0,0,0,0,0,0,0,0,0,0,1,0
680,我看我的心结永远都解不开了,0,0,0,0,0,1,0,0,0,0,0,0
681,我太没用了,0,0,0,0,0,0,0,0,0,1,0,0
682,每一分每一秒都是痛苦的,0,1,1,0,0,1,0,0,0,0,0,0
683,我真的不知道生活有什么意义永远离开多好,0,0,1,0,0,0,0,0,0,0,0,0
684,真的只想sidiao不被人理解,0,0,0,0,0,1,0,0,0,0,0,0
685,岁创业五年一事无成老婆也不理解我我也想去了活着太痛苦,1,1,1,0,0,0,0,0,0,0,0,0
686,其实我的自卑很大功劳源于我的舍友good,0,0,0,0,0,0,0,0,0,0,0,1
687,微笑如果你有抑郁症不要跟你身边的任何一个人说因为他们都会模式化的告诉你别开玩笑了,0,1,0,0,0,1,0,0,0,0,0,0
688,今天下了好大的雨舍友看着我在雨中走着没有一把伞愿意邀请我我只能拼命跑掉,0,0,0,0,0,1,0,0,0,0,0,0
689,有时候真觉得自己挺差劲的我妈也说我一点也不阳光传播负能量可我也不想这样啊,0,0,0,0,0,0,0,0,0,1,0,0
690,饭你在那边过的还好吗我发现我最近有点严重了什么都不想做动不动就哭记忆力反应力都在下降甚至连我六岁的儿子都不想管了想去医院看看又好怕真的确诊了日子好难过啊真的好难熬,0,0,1,0,0,0,0,0,0,0,0,0
691,我好想死我该怎么办我觉得好难我的人生充满了黑暗我看不到光生而为人十分抱歉如有来世我不希望做人,0,0,1,0,0,0,0,0,0,0,0,0
692,我不值得被爱,0,0,0,0,0,1,0,0,0,0,0,0
693,我觉得我现在好累啊其实我挺希望有一个人能够理解我懂我陪着我宠着我但是我就是遇不到,0,0,0,0,0,1,0,0,0,0,0,0
